"","observed","simpson","shannon","SampleID","Phenotype","Rep","Nutrient","Exposure_weeks","Nutrient_weeks","Nutrient_geno","Nutrient_merged_geno","Tank","T0_merge","NW_T0_merge","Nutrient_order","Nutrient_no_level","Geno_weeks","No_level_no_T0","Level","No_level_weeks","No_level_weeks_noT0","outlier"
"HP-50-1-TE",6,0.0596603934403924,0.18158799494898,"HP-50-1-TE","Susceptible",1,"HP","6","HP6","50_HP","50_P","HP-50-1","HP","HP6",3,"Phosphate","50_6","Phosphate","H","P6","P6","N"
"MP-50-3-TE",10,0.128387181274482,0.336889201838159,"MP-50-3-TE","Susceptible",3,"LP","6","LP6","50_LP","50_P","MP-50-3","LP","LP6",2,"Phosphate","50_6","Phosphate","L","P6","P6","N"
"CTRL-50-3-TE",8,0.207586925910837,0.494489255563106,"CTRL-50-3-TE","Susceptible",3,"NT","6","NT6","50_NT","50_NT","CTRL-50-3","NT","NT6",1,"No Treatment","50_6","No Treatment","0","NT6","NT6","N"
"CTRL-50-4-TX",12,0.109694014575982,0.307544484064407,"CTRL-50-4-TX","Susceptible",4,"NT","3","NT3","50_NT","50_NT","CTRL-50-4","NT","NT3",1,"No Treatment","50_3","No Treatment","0","NT3","NT3","N"
"MP-50-3-TX",22,0.177107738925149,0.521906069906612,"MP-50-3-TX","Susceptible",3,"LP","3","LP3","50_LP","50_P","MP-50-3","LP","LP3",2,"Phosphate","50_3","Phosphate","L","P3","P3","N"
"MC-50-3-TX",11,0.0475526291204745,0.158104696865064,"MC-50-3-TX","Susceptible",3,"LC","3","LC3","50_LC","50_C","MC-50-3","LC","LC3",8,"Combined","50_3","Combined","L","C3","C3","N"
"HC-50-3-TX",4,0.128150086473037,0.305989814055083,"HC-50-3-TX","Susceptible",3,"HC","3","HC3","50_HC","50_C","HC-50-3","HC","HC3",9,"Combined","50_3","Combined","H","C3","C3","N"
"MA-50-3-T2",4,0.103000261181355,0.233098410254105,"MA-50-3-T2","Susceptible",3,"LA","3","LA3","50_LA","50_A","MA-50-3","LA","LA3",6,"Ammonium","50_3","Ammonium","L","A3","A3","N"
"MP-50-2-TX",8,0.209392724875685,0.489920406577129,"MP-50-2-TX","Susceptible",2,"LP","6","LP6","50_LP","50_P","MP-50-2","LP","LP6",2,"Phosphate","50_6","Phosphate","L","P6","P6","N"
"MC-50-2-TX",5,0.161763295816281,0.386718566852564,"MC-50-2-TX","Susceptible",2,"LC","6","LC6","50_LC","50_C","MC-50-2","LC","LC6",8,"Combined","50_6","Combined","L","C6","C6","N"
"HC-50-2-TX",14,0.236180435838884,0.543877135267164,"HC-50-2-TX","Susceptible",2,"HC","6","HC6","50_HC","50_C","HC-50-2","HC","HC6",9,"Combined","50_6","Combined","H","C6","C6","N"
"MC-50-1-TX",7,0.24518442066297,0.534270399830918,"MC-50-1-TX","Susceptible",1,"LC","6","LC6","50_LC","50_C","MC-50-1","LC","LC6",8,"Combined","50_6","Combined","L","C6","C6","N"
"CTRL-50-3-TX",4,0.0941063203579402,0.214889842776817,"CTRL-50-3-TX","Susceptible",3,"NT","6","NT6","50_NT","50_NT","CTRL-50-3","NT","NT6",1,"No Treatment","50_6","No Treatment","0","NT6","NT6","N"
"HP-50-1-TM",33,0.242724744863369,0.718944647142243,"HP-50-1-TM","Susceptible",1,"HP","3","HP3","50_HP","50_P","HP-50-1","HP","HP3",3,"Phosphate","50_3","Phosphate","H","P3","P3","N"
"MP-50-2-TM",22,0.165714798886509,0.507644092549762,"MP-50-2-TM","Susceptible",2,"LP","3","LP3","50_LP","50_P","MP-50-2","LP","LP3",2,"Phosphate","50_3","Phosphate","L","P3","P3","N"
"CTRL-50-3-TM",27,0.220745033283308,0.670691106783005,"CTRL-50-3-TM","Susceptible",3,"NT","3","NT3","50_NT","50_NT","CTRL-50-3","NT","NT3",1,"No Treatment","50_3","No Treatment","0","NT3","NT3","N"
"HP-50-3-TX",27,0.238349380005944,0.722155677215772,"HP-50-3-TX","Susceptible",3,"HP","3","HP3","50_HP","50_P","HP-50-3","HP","HP3",3,"Phosphate","50_3","Phosphate","H","P3","P3","N"
"HP-50-3-T0",80,0.690527951099216,1.91900717030199,"HP-50-3-T0","Susceptible",3,"HP","0","HP0","50_T0","50_T0","HP-50-3","T0","T0",3,"T0","50_0","Phosphate","0","T0","P0","N"
"LN-50-2-T0",15,0.65758993480624,1.4299995865409,"LN-50-2-T0","Susceptible",2,"LN","0","LN0","50_T0","50_T0","LN-50-2","T0","T0",4,"T0","50_0","Nitrate","0","T0","N0","N"
"LN-50-3-T0",77,0.631397230985128,1.98068821964649,"LN-50-3-T0","Susceptible",3,"HN","0","HN0","50_T0","50_T0","LN-50-3","T0","T0",5,"T0","50_0","Nitrate","0","T0","N0","N"
"MA-50-2-T0",71,0.390160157884668,1.33238870992886,"MA-50-2-T0","Susceptible",2,"LA","0","LA0","50_T0","50_T0","MA-50-2","T0","T0",6,"T0","50_0","Ammonium","0","T0","A0","N"
"MC-50-3-T0",58,0.517526161614467,1.35485112760655,"MC-50-3-T0","Susceptible",3,"LC","0","LC0","50_T0","50_T0","MC-50-3","T0","T0",8,"T0","50_0","Combined","0","T0","C0","N"
"MN-50-3-T0",58,0.621304118369791,1.63364614274959,"MN-50-3-T0","Susceptible",3,"LN","0","LN0","50_T0","50_T0","MN-50-3","T0","T0",4,"T0","50_0","Nitrate","0","T0","N0","N"
"HN-50-1-T0",48,0.601479345356705,1.62195657303429,"HN-50-1-T0","Susceptible",1,"HN","0","HN0","50_T0","50_T0","HN-50-1","T0","T0",5,"T0","50_0","Nitrate","0","T0","N0","N"
"HC-50-2-T0",131,0.775869074419141,2.57261319720209,"HC-50-2-T0","Susceptible",2,"HC","0","HC0","50_T0","50_T0","HC-50-2","T0","T0",9,"T0","50_0","Combined","0","T0","C0","N"
"HN-50-3-T0",85,0.475231942741413,1.53122836628838,"HN-50-3-T0","Susceptible",3,"HN","0","HN0","50_T0","50_T0","HN-50-3","T0","T0",5,"T0","50_0","Nitrate","0","T0","N0","N"
